	index	sentence	origin	lang	max_1_col_ulmfit	max_2_col_ulmfit	max_3_col_ulmfit	max_1_ulmfit	max_3_ulmfit	max_1_col_bert	max_2_col_bert	max_3_col_bert	max_1_bert	max_3_bert	same_1	same_3	cosine_sim
3901	339	It has title of Murano 2	1506	other	Criteria iii	Criteria vi	Criteria iv	0.2938882410526275	0.6640515625476837	Criteria i	Criteria iii	Criteria ii	0.73193455	0.85630506	False	0.2	0.3893327372545635
3902	340	It has tags of nikond, afsnikkor, venice, canal, girls, boat	1516	other	Criteria iii	Criteria iv	Criteria ii	0.4381808638572693	0.8431022316217422	Criteria i	Criteria ii	Criteria iii	0.44288787	0.78057307	False	0.5	0.5282022879468465
3903	342	It has tags of nikond, afsnikkor, venice, seagull	1519	other	Criteria iii	Criteria iv	Criteria vi	0.4903112649917602	0.7654171511530876	Criteria i	Criteria iii	Criteria ii	0.6397609	0.8249411	False	0.2	0.29699259903705655
3904	343	It has title of Guimel Garden	1520	other	Criteria iii	Criteria iv	Criteria vi	0.243190124630928	0.6270494610071182	Criteria x	Criteria vii	Criteria iii	0.5481155	0.76321614	False	0.2	0.18245549227058655
3905	344	It has tags of Nikon of Nikkor, Italy	1520	other	Criteria iii	Criteria ii	Criteria iv	0.3613098263740539	0.6938039511442184	Criteria vi	Criteria iv	Criteria ii	0.43621653	0.74655694	False	0.5	0.6278160043338586
3906	347	It has title of Venetian Lady	1525	other	Criteria vi	Criteria iii	Criteria i	0.3063594996929168	0.6876107454299927	Criteria iii	Criteria vi	Criteria iv	0.6531217	0.8470005	False	0.5	0.7330191665621005
3907	348	It has title of Wavin' flag	1527	other	Criteria iii	Criteria vi	Criteria iv	0.2938882410526275	0.6640515625476837	Criteria iii	Criteria vi	Criteria x	0.37052065	0.63300645	True	0.5	0.9476855488388222
3908	352	It has title of North facade, St. Mark's Basilica, Piazzetta dei Leoncini, San Marco district, Venice, Veneto, Italy.	1544	other	Criteria iv	Criteria i	Criteria iii	0.3553536534309387	0.7967721819877625	Criteria i	Criteria iv	Criteria ii	0.690555	0.87704337	False	0.5	0.7536629234920957
3909	353	It has title of Venice, 2018	1545	other	Criteria vi	Criteria iii	Criteria iv	0.3530704975128174	0.7457685768604279	Criteria iii	Criteria iv	Criteria ii	0.37522274	0.8444885	False	0.5	0.6974062891136593
3910	355	It has title of Over the rooftops of St Mark, piazzetta dei Leoncini, San Marco district, Venice, Veneto, Italy.	1547	other	Criteria vi	Criteria iii	Criteria iv	0.3157801330089569	0.7476594150066376	Criteria i	Criteria iv	Criteria vi	0.7628739	0.88706565	False	0.5	0.41647906427267645
3911	356	It has title of Venice Summer 1958	1549	other	Criteria vi	Criteria iii	Criteria iv	0.4076380133628845	0.78310427069664	Criteria iv	Criteria i	Criteria ii	0.30542326	0.75205386	False	0.2	0.5392027221077992
3912	358	It has title of Venice - Grand Canal - Rialto - explored	1550	other	Criteria vi	Criteria i	Criteria iii	0.3105354905128479	0.6918336749076843	Criteria i	Criteria ii	Criteria iv	0.79877186	0.8954721	False	0.2	0.6027995013059305
3913	359	It has title of The jetties and San Giorgio, piazzetta San Marco, San Marco district, Venice, Veneto, Italy.	1559	other	Criteria vi	Criteria iii	Criteria iv	0.3663924038410187	0.7535865157842636	Criteria i	Criteria iv	Criteria vii	0.529197	0.7526742	False	0.2	0.4060063027376488
3914	360	It has title of St Mark's Basilica, 11th century, piazza San Marco, San Marco district, Venice, Veneto, Italy.	1563	other	Criteria iv	Criteria i	Criteria iii	0.2931716442108154	0.7554177492856979	Criteria i	Criteria vi	Criteria iv	0.40370446	0.719447	False	0.5	0.8937837909738191
3915	361	It has title of Venice June 2004	1566	other	Criteria vi	Criteria iii	Criteria vii	0.2501081228256225	0.5975976660847664	Criteria iv	Criteria i	Criteria ii	0.3262934	0.70862937	False	0.0	0.605582469290294
3916	362	It has title of Venice June 2004	1577	other	Criteria vi	Criteria iii	Criteria vii	0.2501081228256225	0.5975976660847664	Criteria iv	Criteria i	Criteria ii	0.3262934	0.70862937	False	0.0	0.605582469290294
3917	363	Please note our terms of use below	1598	other	Criteria iii	Criteria viii	Criteria x	0.3547651171684265	0.6681987047195435	Criteria iv	Criteria x	Criteria iii	0.18437319	0.48883688	False	0.5	0.7488821079532474
3918	364	It has title of Rugby field Lele Berto Lido (1001)	1598	other	Criteria vi	Criteria iii	Criteria iv	0.252128392457962	0.6099206879734993	Criteria iv	Criteria ii	Criteria iii	0.6152179	0.8058138	False	0.5	0.43401681053898866
3919	365	Please note our terms of use below	1599	other	Criteria iii	Criteria viii	Criteria x	0.3547651171684265	0.6681987047195435	Criteria iv	Criteria x	Criteria iii	0.18437319	0.48883688	False	0.5	0.7488821079532474
3920	366	It has title of Rugby field Lele Berto Lido (1002)	1599	other	Criteria vi	Criteria iii	Criteria iv	0.252128392457962	0.6099206879734993	Criteria iv	Criteria ii	Criteria iii	0.6152179	0.8058138	False	0.5	0.43401681053898866
3921	367	Please note our terms of use below	1600	other	Criteria iii	Criteria viii	Criteria x	0.3547651171684265	0.6681987047195435	Criteria iv	Criteria x	Criteria iii	0.18437319	0.48883688	False	0.5	0.7488821079532474
3922	368	It has title of Rugby field Lele Berto Lido (1003)	1600	other	Criteria vi	Criteria iii	Criteria iv	0.252128392457962	0.6099206879734993	Criteria iv	Criteria ii	Criteria iii	0.6152179	0.8058138	False	0.5	0.43401681053898866
3923	369	It has title of VENICE - Biennale 2017	1658	other	Criteria vi	Criteria iii	Criteria iv	0.326592743396759	0.7015452682971954	Criteria i	Criteria ii	Criteria iv	0.5153891	0.88904375	False	0.2	0.3365763423640556
3924	371	It has title of VENEZIA	1659	other	Criteria iii	Criteria vi	Criteria iv	0.2930352985858917	0.6197246760129929	Criteria iv	Criteria iii	Criteria ii	0.3497549	0.78627765	False	0.5	0.7687328433442044
3925	372	RIO DE CA 'FOSCARI	1659	other	Criteria viii	Criteria vii	Criteria ix	0.6465409994125366	0.9182731211185456	Criteria iv	Criteria ii	Criteria i	0.22255112	0.55323815	False	0.0	0.1280255366751582
3926	373	It has title of Two friends in Venice	1661	other	Criteria vi	Criteria viii	Criteria iv	0.1692273914813995	0.4577359706163406	Criteria ii	Criteria i	Criteria iv	0.41586873	0.87056863	False	0.2	0.5140337186335818
3927	374	It has title of Excellent campsite next to the train station	1663	other	Criteria vii	Criteria viii	Criteria x	0.2734383642673492	0.6374927461147308	Criteria vii	Criteria iv	Criteria v	0.25142512	0.64153504	True	0.2	0.6170509351779501
3928	376	It has title of Venezia	1677	other	Criteria iii	Criteria vi	Criteria iv	0.2930352985858917	0.6197246760129929	Criteria iv	Criteria iii	Criteria ii	0.3497549	0.78627765	False	0.5	0.7687328433442044
3929	377	It has title of Venice Boy	1678	other	Criteria iii	Criteria vi	Criteria i	0.2793685793876648	0.6648914441466331	Criteria iv	Criteria i	Criteria vi	0.2338858	0.61363244	False	0.5	0.8174057414569532
3930	380	It has title of VENICE COMMERCIAL PORT	1697	other	Criteria vi	Criteria iii	Criteria iv	0.3193829953670501	0.7498517036437988	Criteria ii	Criteria iv	Criteria iii	0.5413214	0.9003198	False	0.5	0.46903127127056815
3931	381	It has title of Albergo...	1699	other	Criteria iii	Criteria vi	Criteria iv	0.341113418340683	0.6929513514041901	Criteria iii	Criteria iv	Criteria i	0.5473972	0.8542802	True	0.5	0.8754424222631352
3932	382	It has tags of venice, venice, venice	1699	other	Criteria iii	Criteria ii	Criteria vi	0.3789843618869781	0.744723916053772	Criteria i	Criteria ii	Criteria vi	0.2764399	0.71487486	False	0.5	0.7091043194784382
3933	383	From the Rialto Bridge.	1703	other	Criteria iii	Criteria iv	Criteria ii	0.2801092863082886	0.65055713057518	Criteria i	Criteria vi	Criteria iv	0.71419126	0.8425659	False	0.2	0.3660528064693267
3934	384	It has title of Venice 2007	1703	other	Criteria iii	Criteria vi	Criteria i	0.2793685793876648	0.6648914441466331	Criteria iv	Criteria ii	Criteria i	0.37038246	0.79262406	False	0.2	0.5802234522414311
3935	385	It has tags of nikond	1705	other	Criteria iii	Criteria vii	Criteria iv	0.3335069119930267	0.5847160816192627	Criteria iii	Criteria iv	Criteria i	0.3636969	0.74318385	True	0.5	0.9015356397458535
3936	386	It has title of Venice, Pescheria	1708	other	Criteria vi	Criteria iii	Criteria iv	0.3530704975128174	0.7457685768604279	Criteria iii	Criteria ii	Criteria iv	0.8133364	0.92479306	False	0.5	0.6057347327841219
3937	388	It has tags of dhg, henschel, erf, fusina, venezia, marghera	1710	other	Criteria iii	Criteria iv	Criteria vi	0.5044782757759094	0.7697130441665649	Criteria ii	Criteria iv	Criteria vi	0.7065819	0.89720225	False	0.5	0.27600960290040283
3938	389	It has title of Venice, Corte Perini	1713	other	Criteria vi	Criteria iii	Criteria iv	0.3591467142105102	0.7771256864070892	Criteria i	Criteria iii	Criteria iv	0.6375733	0.84071827	False	0.5	0.3767157697152705
3939	390	It has title of Venice	1716	other	Criteria iii	Criteria vi	Criteria i	0.2753410041332245	0.5836221426725388	Criteria iv	Criteria ii	Criteria i	0.37038246	0.79262406	False	0.2	0.5996139956423527
3940	391	OLYMPUS DIGITAL CAMERA	1717	other	Criteria iii	Criteria vi	Criteria iv	0.5692607164382935	0.8220368847250938	Criteria vi	Criteria iii	Criteria iv	0.20498915	0.4848956	False	1.0	0.6595149645458981
3941	393	It has tags of venice, venetian, gondola, river, sky, sunny, sailing, journey	1724	other	Criteria iii	Criteria vi	Criteria iv	0.436316043138504	0.8125605806708336	Criteria iv	Criteria vi	Criteria i	0.40469697	0.74607885	False	0.5	0.5033056671270306
3942	395	It has title of Grand Canale - kopie	1727	other	Criteria vi	Criteria iii	Criteria i	0.3078393638134002	0.6917177736759186	Criteria i	Criteria vii	Criteria iv	0.677068	0.80940914	False	0.2	0.50145505599484
3943	396	OLYMPUS DIGITAL CAMERA	1728	other	Criteria iii	Criteria vi	Criteria iv	0.5692607164382935	0.8220368847250938	Criteria vi	Criteria iii	Criteria iv	0.20498915	0.4848956	False	1.0	0.6595149645458981
3944	397	OLYMPUS DIGITAL CAMERA	1729	other	Criteria iii	Criteria vi	Criteria iv	0.5692607164382935	0.8220368847250938	Criteria vi	Criteria iii	Criteria iv	0.20498915	0.4848956	False	1.0	0.6595149645458981
3945	398	OLYMPUS DIGITAL CAMERA	1730	other	Criteria iii	Criteria vi	Criteria iv	0.5692607164382935	0.8220368847250938	Criteria vi	Criteria iii	Criteria iv	0.20498915	0.4848956	False	1.0	0.6595149645458981
3946	399	It has title of Feeling joy...Venezia/ June 2012	1730	other	Criteria iii	Criteria vi	Criteria iv	0.3492377996444702	0.6955129727721214	Criteria vi	Criteria iv	Criteria iii	0.58607227	0.81993264	False	1.0	0.7036168639156604
3947	400	OLYMPUS DIGITAL CAMERA	1731	other	Criteria iii	Criteria vi	Criteria iv	0.5692607164382935	0.8220368847250938	Criteria vi	Criteria iii	Criteria iv	0.20498915	0.4848956	False	1.0	0.6595149645458981
3948	401	It has title of Venezia's Finest / June 2012	1731	other	Criteria i	Criteria iv	Criteria iii	0.2876520156860351	0.7063055634498596	Criteria iv	Criteria i	Criteria ii	0.26987505	0.5777074	False	0.5	0.8616881298165873
3949	402	OLYMPUS DIGITAL CAMERA	1732	other	Criteria iii	Criteria vi	Criteria iv	0.5692607164382935	0.8220368847250938	Criteria vi	Criteria iii	Criteria iv	0.20498915	0.4848956	False	1.0	0.6595149645458981
3950	403	It has title of Health	1738	other	Criteria x	Criteria vii	Criteria iii	0.2077095806598663	0.5443397015333176	Criteria x	Criteria iii	Criteria vii	0.60366416	0.73201096	True	1.0	0.7040405121887665
3951	404	It has title of Gondola	1740	other	Criteria iii	Criteria vi	Criteria iv	0.2930352985858917	0.6197246760129929	Criteria iv	Criteria vii	Criteria i	0.30174857	0.7049765	False	0.2	0.5622229355647483
3952	405	It has title of Sitting and looking	1743	other	Criteria iii	Criteria vi	Criteria iv	0.3642970621585846	0.7987440675497055	Criteria iii	Criteria vi	Criteria iv	0.3205754	0.7813057	True	1.0	0.993013516738172
3953	408	It has title of venice	1756	other	Criteria iii	Criteria vi	Criteria i	0.2753410041332245	0.5836221426725388	Criteria iv	Criteria ii	Criteria i	0.37038246	0.79262406	False	0.2	0.5996139956423527
3954	409	It has title of gondolas	1763	other	Criteria iii	Criteria vi	Criteria iv	0.2930352985858917	0.6197246760129929	Criteria iv	Criteria vii	Criteria i	0.27342978	0.625099	False	0.2	0.6445814815024364
3955	410	It has tags of Venice	1763	other	Criteria iii	Criteria vii	Criteria iv	0.3231966197490692	0.5861267596483231	Criteria i	Criteria ii	Criteria iii	0.75129634	0.8961187	False	0.2	0.2970495440135002
3956	411	It has tags of Venice	1764	other	Criteria iii	Criteria vii	Criteria iv	0.3231966197490692	0.5861267596483231	Criteria i	Criteria ii	Criteria iii	0.75129634	0.8961187	False	0.2	0.2970495440135002
3957	412	It has title of Venice	1765	other	Criteria iii	Criteria vi	Criteria i	0.2753410041332245	0.5836221426725388	Criteria iv	Criteria ii	Criteria i	0.37038246	0.79262406	False	0.2	0.5996139956423527
3958	413	It has tags of Venice	1765	other	Criteria iii	Criteria vii	Criteria iv	0.3231966197490692	0.5861267596483231	Criteria i	Criteria ii	Criteria iii	0.75129634	0.8961187	False	0.2	0.2970495440135002
3959	414	It has title of BRIDGE LONG, VENECIA 9238 3-6-2020	1766	other	Criteria vi	Criteria iii	Criteria i	0.2433306723833084	0.6298443228006363	Criteria iii	Criteria ii	Criteria iv	0.5882647	0.8643456	False	0.2	0.6704424793670346
3960	415	eat at all laternin, 19 degrees in the sun	1777	other	Criteria i	Criteria vi	Criteria iv	0.1925231218338012	0.4803800135850906	Criteria iii	Criteria i	Criteria x	0.19573918	0.5208827	False	0.2	0.7696687046412357
3961	416	It has title of Venice	1777	other	Criteria iii	Criteria vi	Criteria i	0.2753410041332245	0.5836221426725388	Criteria iv	Criteria ii	Criteria i	0.37038246	0.79262406	False	0.2	0.5996139956423527
3962	417	Arriving in Venice for the first time, one of the things you can't help but notice is the large number of poles made of various materials (usually wood, since the use of other materials was prohibited) scattered around the lagoon.	1780	other	Criteria iv	Criteria i	Criteria ii	0.2835734486579895	0.6982806622982025	Criteria iv	Criteria iii	Criteria vi	0.53625125	0.8799694	True	0.2	0.8067290383121349
3963	418	These are useful items in various ways for Venetian navigation	1780	other	Criteria iii	Criteria iv	Criteria ii	0.4699521958827972	0.8891683518886566	Criteria iv	Criteria iii	Criteria vi	0.34386513	0.8019514	False	0.5	0.8214591094186262
3964	419	The peculiarity of the poles is that they are not all the same: they range from the simple wooden pole to the colored or multicolored pole that shows the symbols of the Venetian nobility or the colors of commercial activities.	1780	other	Criteria iv	Criteria vi	Criteria iii	0.2977482676506042	0.8399205356836319	Criteria iii	Criteria iv	Criteria vi	0.32403076	0.82469237	False	1.0	0.9664365249663545
3965	420	It has title of Venician Moorings	1784	other	Criteria iii	Criteria vi	Criteria iv	0.2938882410526275	0.6640515625476837	Criteria iii	Criteria iv	Criteria v	0.63624096	0.88927877	True	0.5	0.7571341790596543
3966	421	It has tags of venice, europe, european, river, boat, colourful, italian, italy	1784	other	Criteria iii	Criteria vi	Criteria ii	0.3676408231258392	0.7610892355442047	Criteria ii	Criteria iv	Criteria i	0.37498754	0.7581543	False	0.2	0.6923697830333715
3967	422	It has title of Santa Maria	1786	other	Criteria vi	Criteria i	Criteria iii	0.3010213673114776	0.7279575169086456	Criteria i	Criteria iii	Criteria vi	0.36045486	0.7458236	False	1.0	0.9011466818835316
3968	423	afternoon rest 1	1788	other	Criteria iii	Criteria vi	Criteria iv	0.4611488282680511	0.739239290356636	Criteria x	Criteria vii	Criteria iii	0.20909916	0.54522955	False	0.2	0.5684931740673819
3969	425	It has title of G'wurl in Venice	1796	other	Criteria vi	Criteria iii	Criteria i	0.2732066214084625	0.5766336917877197	Criteria i	Criteria ii	Criteria iv	0.61254245	0.8302803	False	0.2	0.5140881106760444
3970	426	It has tags of event, getaway, vacation, event, venezia, veneto, italy	1796	other	Criteria vi	Criteria iii	Criteria iv	0.8187615275382996	0.946309480816126	Criteria iv	Criteria v	Criteria iii	0.5058467	0.8213603	False	0.5	0.19156048165394318
3971	428	It has title of Venezia	1809	other	Criteria iii	Criteria vi	Criteria iv	0.2930352985858917	0.6197246760129929	Criteria iv	Criteria iii	Criteria ii	0.3497549	0.78627765	False	0.5	0.7687328433442044
3972	429	It has title of Shock, Palazzo Trevisan Cappello, early 16th century,, San Marco district, Venice, Veneto, Italy.	1815	other	Criteria iii	Criteria iv	Criteria vi	0.2969067394733429	0.7776134312152863	Criteria i	Criteria iv	Criteria iii	0.66190517	0.8727281	False	0.5	0.4666969331227296
3973	437	It has title of Canonica Bridge, Rio del Palazzo and Doge's Palace, San Marco district, Venice, Veneto, Italy.	1829	other	Criteria iv	Criteria i	Criteria vi	0.2750512063503265	0.7043752372264862	Criteria i	Criteria vi	Criteria iv	0.4261601	0.7831117	False	1.0	0.8767043328461633
3974	438	In the streets of Burano in Venice	1830	other	Criteria ii	Criteria iv	Criteria vi	0.2762557566165924	0.6081062406301498	Criteria i	Criteria vi	Criteria iv	0.5004742	0.7707484	False	0.5	0.6172216896723894
3975	439	It has title of Toutenbleu	1830	other	Criteria iii	Criteria vi	Criteria iv	0.2930352985858917	0.6197246760129929	Criteria iii	Criteria iv	Criteria i	0.6177556	0.7747983	True	0.5	0.837768155939319
3976	440	It has tags of europe, places, italy, venice, burano, blue, color, tourism, travel	1830	other	Criteria iii	Criteria vi	Criteria ii	0.4155043363571167	0.9001046866178513	Criteria iv	Criteria ii	Criteria vi	0.36447614	0.75259924	False	0.5	0.5659794395443611
3977	441	It has title of Venetian at night, Rialto, Canal Grande, Venice, Veneto, Italy	1831	other	Criteria vi	Criteria iii	Criteria iv	0.4435884356498718	0.7475667223334312	Criteria i	Criteria iv	Criteria x	0.49203557	0.6928778	False	0.2	0.36285076766928714
3978	442	It has title of In the Venetian night, approach to the Rialto Bridge, Canal Grande, Venice, Veneto, Italy.	1835	other	Criteria vi	Criteria iv	Criteria iii	0.3428226113319397	0.719440296292305	Criteria vi	Criteria iv	Criteria i	0.5269833	0.800252	True	0.5	0.8924061496360215
